,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time
0,0.0,9.316824,3.6507644653320312,0.12705789506435394,0.2568855881690979,0.39099377393722534,0.5238415598869324,0.6384274363517761,0.7227581143379211,0.7902392745018005,0.8480337262153625,0.904782235622406,4.954366683959961,0.3358215093612671,-0.32032668590545654,40000,0.01,Year,20000,last_layer,full,0,362.34375
